amfi_code,isin,name,category,sub_category,amc,plan,payout
119551,INF209KA12Z1,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund,Direct,IDCW
119552,INF209K01YM2,Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - MONTHLY IDCW,Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund,Direct,IDCW
119553,INF209K01YO8,Aditya Birla Sun Life Banking & PSU Debt Fund  - Direct - Quarterly IDCW,Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund,Direct,IDCW
108272,INF209K01LX6,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - IDCW,Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund,Regular,IDCW
110282,INF209K01LU2,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - MONTHLY IDCW,Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund,Regular,IDCW
108274,INF209K01LN7,Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - Quarterly IDCW,Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund,Regular,IDCW
110490,INF209K01LR8,Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - monthly IDCW,Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund,Regular,IDCW
106157,INF209K01LS6,Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - quarterly IDCW,Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund,Regular,IDCW
108273,INF209K01LV0,Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund,Regular,Growth
103176,INF209K01LT4,Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan-Growth,Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund,Regular,Growth
119550,INF209K01YN0,Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth,Debt Scheme,Banking and PSU Fund,Aditya Birla Sun Life Mutual Fund,Direct,Growth
128952,INF846K01NF8,Axis Banking & PSU Debt Fund - Direct Plan - Bonus Option,Debt Scheme,Banking and PSU Fund,Axis Mutual Fund,Direct,IDCW
120437,INF846K01CU0,Axis Banking & PSU Debt Fund - Direct Plan - Daily IDCW,Debt Scheme,Banking and PSU Fund,Axis Mutual Fund,Direct,IDCW
120438,INF846K01CR6,Axis Banking & PSU Debt Fund - Direct Plan - Growth Option,Debt Scheme,Banking and PSU Fund,Axis Mutual Fund,Direct,Growth
120439,INF846K01CT2,Axis Banking & PSU Debt Fund - Direct Plan - Monthly IDCW,Debt Scheme,Banking and PSU Fund,Axis Mutual Fund,Direct,IDCW
120436,INF846K01CV8,Axis Banking & PSU Debt Fund - Direct Plan - Weekly IDCW,Debt Scheme,Banking and PSU Fund,Axis Mutual Fund,Direct,IDCW
128953,INF846K01NG6,Axis Banking & PSU Debt Fund - Regular Plan - Bonus Option,Debt Scheme,Banking and PSU Fund,Axis Mutual Fund,Regular,IDCW
117447,INF846K01CC8,Axis Banking & PSU Debt Fund - Regular Plan - Daily IDCW,Debt Scheme,Banking and PSU Fund,Axis Mutual Fund,Regular,IDCW
117446,INF846K01CB0,Axis Banking & PSU Debt Fund - Regular Plan - Growth option,Debt Scheme,Banking and PSU Fund,Axis Mutual Fund,Regular,Growth
117449,INF846K01CF1,Axis Banking & PSU Debt Fund - Regular Plan - Monthly IDCW,Debt Scheme,Banking and PSU Fund,Axis Mutual Fund,Regular,IDCW
117448,INF846K01CD6,Axis Banking & PSU Debt Fund - Regular Plan - Weekly IDCW,Debt Scheme,Banking and PSU Fund,Axis Mutual Fund,Regular,IDCW
152164,INF0QA701649,Bajaj Finserv Banking and PSU Fund-  Direct Plan-Monthly- IDCW,Debt Scheme,Banking and PSU Fund,Bajaj Finserv Mutual Fund,Direct,IDCW
152163,INF0QA701615,Bajaj Finserv Banking and PSU Fund- Direct Plan- IDCW,Debt Scheme,Banking and PSU Fund,Bajaj Finserv Mutual Fund,Direct,IDCW
152165,INF0QA701557,Bajaj Finserv Banking and PSU Fund- Regular Plan- Growth,Debt Scheme,Banking and PSU Fund,Bajaj Finserv Mutual Fund,Regular,Growth
152166,INF0QA701565,Bajaj Finserv Banking and PSU Fund- Regular Plan- IDCW,Debt Scheme,Banking and PSU Fund,Bajaj Finserv Mutual Fund,Regular,IDCW
152162,INF0QA701607,Bajaj Finserv Banking and PSU Fund-Direct Plan- Growth,Debt Scheme,Banking and PSU Fund,Bajaj Finserv Mutual Fund,Direct,Growth
152167,INF0QA701599,Bajaj Finserv Banking and PSU Fund-Regular Plan-Monthly-IDCW,Debt Scheme,Banking and PSU Fund,Bajaj Finserv Mutual Fund,Regular,IDCW
121936,INF194K019M8,Bandhan Banking and PSU Fund - Direct Annual IDCW,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Direct,IDCW
127471,INF194KA1JD3,Bandhan Banking and PSU Fund - Direct Daily IDCW,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Direct,IDCW
121934,INF194K010N5,Bandhan Banking and PSU Fund - Direct Fortnightly IDCW,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Direct,IDCW
121279,INF194K015G8,Bandhan Banking and PSU Fund - Direct Growth,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Direct,Growth
121281,INF194K016G6,Bandhan Banking and PSU Fund - Direct IDCW,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Direct,IDCW
121935,INF194K011N3,Bandhan Banking and PSU Fund - Direct Monthly IDCW,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Direct,IDCW
121938,INF194K018M0,Bandhan Banking and PSU Fund - Direct Quarterly IDCW,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Direct,IDCW
121933,INF194K015M6,Bandhan Banking and PSU Fund - Regular Annual IDCW,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Regular,IDCW
127470,INF194KA1JC5,Bandhan Banking and PSU Fund - Regular Daily IDCW,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Regular,IDCW
121931,INF194K016M4,Bandhan Banking and PSU Fund - Regular Fortnightly IDCW,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Regular,IDCW
121280,INF194K01SN6,Bandhan Banking and PSU Fund - Regular Growth,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Regular,Growth
121282,INF194K01SO4,Bandhan Banking and PSU Fund - Regular IDCW,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Regular,IDCW
121932,INF194K017M2,Bandhan Banking and PSU Fund - Regular Monthly IDCW,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Regular,IDCW
121937,INF194K014M9,Bandhan Banking and PSU Fund - Regular Quarterly IDCW,Debt Scheme,Banking and PSU Fund,Bandhan Mutual Fund,Regular,IDCW
150505,INF760K01KC4,Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option,Debt Scheme,Banking and PSU Fund,Canara Robeco Mutual Fund,Direct,Growth
150507,INF760K01KE0,Canara Robeco Banking and PSU Debt Fund- Direct Plan- IDCW Payout,Debt Scheme,Banking and PSU Fund,Canara Robeco Mutual Fund,Direct,IDCW
150503,INF760K01KF7,Canara Robeco Banking and PSU Debt Fund- Regular Plan- Growth Option,Debt Scheme,Banking and PSU Fund,Canara Robeco Mutual Fund,Regular,Growth
150504,INF760K01KH3,Canara Robeco Banking and PSU Debt Fund- Regular Plan- IDCW (Payout/ Reinvestment),Debt Scheme,Banking and PSU Fund,Canara Robeco Mutual Fund,Regular,IDCW
124175,INF740K01ZW2,DSP Banking & PSU Debt Fund - Direct Plan - Growth,Debt Scheme,Banking and PSU Fund,DSP Mutual Fund,Direct,Growth
124178,INF740K01A18,DSP Banking & PSU Debt Fund - Direct Plan - IDCW,Debt Scheme,Banking and PSU Fund,DSP Mutual Fund,Direct,IDCW
124182,INF740KA1OF7,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest,Debt Scheme,Banking and PSU Fund,DSP Mutual Fund,Direct,IDCW
124176,INF740K01ZX0,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly,Debt Scheme,Banking and PSU Fund,DSP Mutual Fund,Direct,IDCW
124177,INF740K01ZZ5,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly,Debt Scheme,Banking and PSU Fund,DSP Mutual Fund,Direct,IDCW
124183,INF740KA1OG5,DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Weekly,Debt Scheme,Banking and PSU Fund,DSP Mutual Fund,Direct,IDCW
124172,INF740K01ZP6,DSP Banking & PSU Debt Fund - Regular Plan - Growth,Debt Scheme,Banking and PSU Fund,DSP Mutual Fund,Regular,Growth
124174,INF740K01ZU6,DSP Banking & PSU Debt Fund - Regular Plan - IDCW,Debt Scheme,Banking and PSU Fund,DSP Mutual Fund,Regular,IDCW
124173,INF740KA1OI1,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Daily Reinvest,Debt Scheme,Banking and PSU Fund,DSP Mutual Fund,Regular,IDCW
124180,INF740K01ZQ4,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Monthly,Debt Scheme,Banking and PSU Fund,DSP Mutual Fund,Regular,IDCW
124181,INF740K01ZS0,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Quarterly,Debt Scheme,Banking and PSU Fund,DSP Mutual Fund,Regular,IDCW
124179,INF740KA1OJ9,DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Weekly,Debt Scheme,Banking and PSU Fund,DSP Mutual Fund,Regular,IDCW
140286,INF843K01FC8,Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,Debt Scheme,Banking and PSU Fund,Edelweiss Mutual Fund,Direct,Growth
140288,INF843K01FD6,Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option,Debt Scheme,Banking and PSU Fund,Edelweiss Mutual Fund,Direct,IDCW
140291,INF843K01FG9,Edelweiss Banking and PSU Debt Fund - Direct Plan Fortnightly - IDCW Option,Debt Scheme,Banking and PSU Fund,Edelweiss Mutual Fund,Direct,IDCW
140293,INF843K01FI5,Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option,Debt Scheme,Banking and PSU Fund,Edelweiss Mutual Fund,Direct,IDCW
140290,INF843K01FF1,Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option,Debt Scheme,Banking and PSU Fund,Edelweiss Mutual Fund,Direct,IDCW
140283,INF843K01FK1,Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option,Debt Scheme,Banking and PSU Fund,Edelweiss Mutual Fund,Regular,Growth
140284,INF843K01FL9,Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option,Debt Scheme,Banking and PSU Fund,Edelweiss Mutual Fund,Regular,IDCW
140294,INF843K01FO3,Edelweiss Banking and PSU Debt Fund - Regular Plan Fortnightly - IDCW Option,Debt Scheme,Banking and PSU Fund,Edelweiss Mutual Fund,Regular,IDCW
140292,INF843K01FQ8,Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option,Debt Scheme,Banking and PSU Fund,Edelweiss Mutual Fund,Regular,IDCW
140289,INF843K01FN5,Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option,Debt Scheme,Banking and PSU Fund,Edelweiss Mutual Fund,Regular,IDCW
129008,INF090I01KR8,Franklin India Banking & PSU Debt Fund - Direct - Growth,Debt Scheme,Banking and PSU Fund,Franklin Templeton Mutual Fund,Direct,Growth
129006,INF090I01KO5,Franklin India Banking & PSU Debt Fund - Growth,Debt Scheme,Banking and PSU Fund,Franklin Templeton Mutual Fund,Regular,Growth
129009,INF090I01KS6,Franklin India Banking and PSU Debt Fund - Direct - IDCW,Debt Scheme,Banking and PSU Fund,Franklin Templeton Mutual Fund,Direct,IDCW
129007,INF090I01KP2,Franklin India Banking and PSU Debt Fund - IDCW,Debt Scheme,Banking and PSU Fund,Franklin Templeton Mutual Fund,Regular,IDCW
128628,INF179KA1JC4,HDFC Banking and PSU Debt Fund - Growth Option,Debt Scheme,Banking and PSU Fund,HDFC Mutual Fund,Regular,Growth
128629,INF179KA1IZ7,HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,Debt Scheme,Banking and PSU Fund,HDFC Mutual Fund,Direct,Growth
128627,INF179KA1JD2,HDFC Banking and PSU Debt Fund - IDCW Option,Debt Scheme,Banking and PSU Fund,HDFC Mutual Fund,Regular,IDCW
128626,INF179KA1JA8,HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan,Debt Scheme,Banking and PSU Fund,HDFC Mutual Fund,Direct,IDCW
151108,INF917K01HL7,HSBC Banking and PSU Debt Fund - Direct Daily IDCW,Debt Scheme,Banking and PSU Fund,HSBC Mutual Fund,Direct,IDCW
151107,INF917K01HH5,HSBC Banking and PSU Debt Fund - Direct Growth,Debt Scheme,Banking and PSU Fund,HSBC Mutual Fund,Direct,Growth
151106,INF917K01HJ1,HSBC Banking and PSU Debt Fund - Direct Monthly IDCW,Debt Scheme,Banking and PSU Fund,HSBC Mutual Fund,Direct,IDCW
151109,INF917K01HK9,HSBC Banking and PSU Debt Fund - Direct Weekly IDCW,Debt Scheme,Banking and PSU Fund,HSBC Mutual Fund,Direct,IDCW
151102,INF677K01AF4,HSBC Banking and PSU Debt Fund - Regular Daily IDCW,Debt Scheme,Banking and PSU Fund,HSBC Mutual Fund,Regular,IDCW
151104,INF677K01AE7,HSBC Banking and PSU Debt Fund - Regular Growth,Debt Scheme,Banking and PSU Fund,HSBC Mutual Fund,Regular,Growth
151105,INF677K01AI8,HSBC Banking and PSU Debt Fund - Regular Monthly IDCW,Debt Scheme,Banking and PSU Fund,HSBC Mutual Fund,Regular,IDCW
151103,INF917K01HM5,HSBC Banking and PSU Debt Fund - Regular Weekly IDCW,Debt Scheme,Banking and PSU Fund,HSBC Mutual Fund,Regular,IDCW
112343,INF109K01WS5,ICICI Prudential Banking and PSU Debt Fund -  Daily IDCW,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Regular,IDCW
112344,INF109K01WR7,ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Regular,IDCW
130897,INF109KA1B57,ICICI Prudential Banking and PSU Debt Fund - Bonus,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Regular,IDCW
120257,INF109K01Z89,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Direct,IDCW
120256,INF109K010A6,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Direct,Growth
120258,INF109K011A4,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Direct,IDCW
120255,INF109K013A0,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Direct,IDCW
130950,INF109KA1B40,ICICI Prudential Banking and PSU Debt Fund - Direct Plan Bonus,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Direct,IDCW
131148,INF109KA1M96,ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Direct,IDCW
112342,INF109K01RT3,ICICI Prudential Banking and PSU Debt Fund - Growth,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Regular,Growth
116174,INF109K01YE1,ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Regular,IDCW
131147,INF109KA1M70,ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Regular,IDCW
113247,INF109K01WW7,ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Regular,IDCW
113242,INF109K01II5,ICICI Prudential Banking and PSU Debt Fund Retail Growth,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Regular,Growth
113243,INF109K01WV9,ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend,Debt Scheme,Banking and PSU Fund,ICICI Prudential Mutual Fund,Regular,IDCW
120444,INF205K01KT4,Invesco India Banking and PSU Fund - Direct Plan -  Growth Option,Debt Scheme,Banking and PSU Fund,Invesco Mutual Fund,Direct,Growth
120443,INF205K01KS6,Invesco India Banking and PSU Fund - Direct Plan - Daily IDCW (Reinvestment),Debt Scheme,Banking and PSU Fund,Invesco Mutual Fund,Direct,IDCW
120445,INF205K01KU2,Invesco India Banking and PSU Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Debt Scheme,Banking and PSU Fund,Invesco Mutual Fund,Direct,IDCW
118234,INF205K01JX8,Invesco India Banking and PSU Fund - Regular Plan - Daily IDCW (Reinvestment),Debt Scheme,Banking and PSU Fund,Invesco Mutual Fund,Regular,IDCW
118232,INF205K01JV2,Invesco India Banking and PSU Fund - Regular Plan - Growth Option,Debt Scheme,Banking and PSU Fund,Invesco Mutual Fund,Regular,Growth
118233,INF205K01JW0,Invesco India Banking and PSU Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),Debt Scheme,Banking and PSU Fund,Invesco Mutual Fund,Regular,IDCW
148534,INF00XX01861,ITI Banking & PSU Debt Fund - Direct Plan - Growth Option,Debt Scheme,Banking and PSU Fund,ITI Mutual Fund,Direct,Growth
148536,INF00XX01879,ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option,Debt Scheme,Banking and PSU Fund,ITI Mutual Fund,Direct,IDCW
148535,INF00XX01838,ITI Banking & PSU Debt Fund - Regular Plan - Growth Option,Debt Scheme,Banking and PSU Fund,ITI Mutual Fund,Regular,Growth
148533,INF00XX01846,ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option,Debt Scheme,Banking and PSU Fund,ITI Mutual Fund,Regular,IDCW
123690,INF174K01FO3,Kotak Banking and PSU Debt - Growth,Debt Scheme,Banking and PSU Fund,Kotak Mahindra Mutual Fund,Regular,Growth
123691,INF174K01FQ8,Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option,Debt Scheme,Banking and PSU Fund,Kotak Mahindra Mutual Fund,Regular,IDCW
123689,INF174K01KI5,Kotak Banking and PSU Debt Direct - Annual Dividend,Debt Scheme,Banking and PSU Fund,Kotak Mahindra Mutual Fund,Direct,IDCW
123693,INF174K01KH7,Kotak Banking and PSU Debt Direct - Growth,Debt Scheme,Banking and PSU Fund,Kotak Mahindra Mutual Fund,Direct,Growth
123692,INF174K01KK1,Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option,Debt Scheme,Banking and PSU Fund,Kotak Mahindra Mutual Fund,Direct,IDCW
120337,INF767K01GJ2,LIC MF Banking & PSU Fund-Direct Plan-Daily IDCW,Debt Scheme,Banking and PSU Fund,LIC Mutual Fund,Direct,IDCW
120338,INF767K01GI4,LIC MF Banking & PSU Fund-Direct Plan-Growth,Debt Scheme,Banking and PSU Fund,LIC Mutual Fund,Direct,Growth
120339,INF767K01GK0,LIC MF Banking & PSU Fund-Direct Plan-Monthly IDCW,Debt Scheme,Banking and PSU Fund,LIC Mutual Fund,Direct,IDCW
120336,INF767K01GL8,LIC MF Banking & PSU Fund-Direct Plan-Weekly IDCW,Debt Scheme,Banking and PSU Fund,LIC Mutual Fund,Direct,IDCW
105822,INF767K01519,LIC MF Banking & PSU Fund-Regular Plan-Daily IDCW,Debt Scheme,Banking and PSU Fund,LIC Mutual Fund,Regular,IDCW
105823,INF767K01535,LIC MF Banking & PSU Fund-Regular Plan-Growth,Debt Scheme,Banking and PSU Fund,LIC Mutual Fund,Regular,Growth
105856,INF767K01543,LIC MF Banking & PSU Fund-Regular Plan-Monthly IDCW,Debt Scheme,Banking and PSU Fund,LIC Mutual Fund,Regular,IDCW
105857,INF767K01568,LIC MF Banking & PSU Fund-Regular Plan-Weekly IDCW,Debt Scheme,Banking and PSU Fund,LIC Mutual Fund,Regular,IDCW
148419,INF769K01FY9,Mirae Asset Banking and PSU Fund - Direct Plan - Growth,Debt Scheme,Banking and PSU Fund,Mirae Asset Mutual Fund,Direct,Growth
148417,INF769K01FX1,Mirae Asset Banking and PSU Fund - Direct Plan - IDCW,Debt Scheme,Banking and PSU Fund,Mirae Asset Mutual Fund,Direct,IDCW
148416,INF769K01FV5,Mirae Asset Banking and PSU Fund - Regular Plan - Growth,Debt Scheme,Banking and PSU Fund,Mirae Asset Mutual Fund,Regular,Growth
148418,INF769K01FU7,Mirae Asset Banking and PSU Fund - Regular plan - IDCW,Debt Scheme,Banking and PSU Fund,Mirae Asset Mutual Fund,Regular,IDCW
134555,INF204KA1U79,NIPPON INDIA BANKING and PSU  FUND - Direct Plan - IDCW Option,Debt Scheme,Banking and PSU Fund,Nippon India Mutual Fund,Direct,IDCW
134553,INF204KA1U12,NIPPON INDIA BANKING and PSU  FUND - WEEKLY IDCW Option,Debt Scheme,Banking and PSU Fund,Nippon India Mutual Fund,Regular,IDCW
134547,INF204KA1U53,Nippon India Banking and PSU  Fund- Direct Plan-Growth Plan- Growth Option,Debt Scheme,Banking and PSU Fund,Nippon India Mutual Fund,Direct,Growth
134550,INF204KA1V37,NIPPON INDIA BANKING and PSU FUND - Direct Plan - MONTHLY IDCW Option,Debt Scheme,Banking and PSU Fund,Nippon India Mutual Fund,Direct,IDCW
134556,INF204KA1U95,NIPPON INDIA BANKING and PSU FUND - Direct Plan - QUARTERLY IDCW Option,Debt Scheme,Banking and PSU Fund,Nippon India Mutual Fund,Direct,IDCW
134554,INF204KA1V11,NIPPON INDIA BANKING and PSU FUND - Direct Plan - WEEKLY IDCW Option,Debt Scheme,Banking and PSU Fund,Nippon India Mutual Fund,Direct,IDCW
134548,INF204KA1T72,NIPPON INDIA BANKING and PSU FUND - IDCW Option,Debt Scheme,Banking and PSU Fund,Nippon India Mutual Fund,Regular,IDCW
134549,INF204KA1U38,NIPPON INDIA BANKING and PSU FUND - MONTHLY IDCW Option,Debt Scheme,Banking and PSU Fund,Nippon India Mutual Fund,Regular,IDCW
134551,INF204KA1T98,NIPPON INDIA BANKING and PSU FUND - QUARTERLY IDCW Option,Debt Scheme,Banking and PSU Fund,Nippon India Mutual Fund,Regular,IDCW
134552,INF204KA1U61,Nippon India Banking and PSU Fund- Direct Plan-Growth Plan- Bonus Option,Debt Scheme,Banking and PSU Fund,Nippon India Mutual Fund,Direct,Growth
134546,INF204KA1T64,Nippon India Banking and PSU Fund- Growth Plan- Bonus Option,Debt Scheme,Banking and PSU Fund,Nippon India Mutual Fund,Regular,Growth
134545,INF204KA1T56,Nippon India Banking and PSU Fund- Growth Plan- Growth Option,Debt Scheme,Banking and PSU Fund,Nippon India Mutual Fund,Regular,Growth
125502,INF200K01V16,SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme,Banking and PSU Fund,SBI Mutual Fund,Direct,IDCW
125503,INF200K01V08,SBI BANKING & PSU FUND - Direct Plan - Growth,Debt Scheme,Banking and PSU Fund,SBI Mutual Fund,Direct,Growth
125505,INF200K01V40,SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme,Banking and PSU Fund,SBI Mutual Fund,Direct,IDCW
125504,INF200K01V32,SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme,Banking and PSU Fund,SBI Mutual Fund,Direct,IDCW
125498,INF200K01U41,SBI BANKING & PSU FUND - Regular Paln - Growth,Debt Scheme,Banking and PSU Fund,SBI Mutual Fund,Regular,Growth
125499,INF200K01U58,SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme,Banking and PSU Fund,SBI Mutual Fund,Regular,IDCW
125501,INF200K01U82,SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme,Banking and PSU Fund,SBI Mutual Fund,Regular,IDCW
125500,INF200K01U74,SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),Debt Scheme,Banking and PSU Fund,SBI Mutual Fund,Regular,IDCW
134363,INF903J017I5,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Growth,Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Direct,Growth
134370,INF903J012J4,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Monthly Dividend,Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Direct,IDCW
134369,INF903J019I1,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Quarterly Dividend,Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Direct,IDCW
134355,INF903J016I7,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Annual Bonus,Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Regular,IDCW
134358,INF903J010I0,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Daily Dividend Reinvestment,Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Regular,IDCW
134356,INF903J016H9,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Growth,Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Regular,Growth
134359,INF903J018H5,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Monthly Dividend,Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Regular,IDCW
134361,INF903J014I2,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Bonus,Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Regular,IDCW
134362,INF903J019H3,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Dividend,Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Regular,IDCW
134360,INF903J017H7,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Weekly Dividend,Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Regular,IDCW
119629,INF903J01RI4,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus,Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Direct,IDCW
119627,INF903J01PC1,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Direct,IDCW
119625,INF903J01PA5,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth,Debt Scheme,Banking and PSU Fund,Sundaram Mutual Fund,Direct,Growth
