scheme_code,scheme_name,isin_growth,isin_dividend
100748,UTI - Master Index Fund-Income Option,INF789F01JI2,INF789F01JJ0
100749,UTI - Master Index Fund-Growth Option,INF789F01JK8,
100750,UTI - Master Value Fund-Income Option,INF789F01AB6,INF789F01AC4
100751,UTI - Master Value Fund-Growth Option,INF789F01AD2,
100780,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),INF903J01IL7,INF903J01IM5
100781,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth,INF903J01IK9,
100782,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,INF903J01IP8
100783,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,INF903J01IQ6
100784,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth,INF903J01IN3,
100785,Sundaram Corporate Bond Fund Regular Plan -Income Distribution cum Capital Withdrawal(IDCW),INF903J01HX4,INF903J01IB8
100786,Sundaram Corporate Bond Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW ),INF903J01HY2,INF903J01IC6
100787,Sundaram Corporate Bond Fund Regular Plan-Income Distribution cum Capital Withdrawal (IDCW),INF903J01HZ9,INF903J01ID4
100788,Sundaram Corporate Bond Fund Regular Plan- Income Distribution cum Capital Withdrawal (IDCW),INF903J01IA0,INF903J01IE2
100789,Sundaram Corporate Bond Fund Regular Plan- Growth,INF903J01HW6,
100790,Sundaram Corporate Bond Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01IG7,INF903J01II3
100791,Sundaram Corporate Bond Fund Institutional Plan -Income Distribution cum Capital Withdrawal-(IDCW),INF903J01IH5,INF903J01IJ1
100792,Sundaram Corporate Bond Fund Institutional Plan - Growth,INF903J01IF9,
100793,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01IO1,INF903J01IR4
100794,Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01454,INF903J01462
100795,Sundaram Small Cap Fund Regular Plan - Growth,INF903J01470,
100796,Sahara Midcap Fund-Growth Plan,INF515L01239,
100797,Sahara Midcap Fund-Dividend Plan,INF515L01213,INF515L01221
100798,Sahara Midcap Fund-Auto Payout,INF515L01247,
100799,Sahara Midcap Fund-Bonus,INF515L01254,
100800,UTI Growth Sector Funds-UTI - GSF - Brand Value-Income Option,,
100801,UTI Growth Sector Funds-UTI - GSF - Brand Value-Growth Option,,
100802,UTI Software Fund-Growth Option,,
100803,UTI Software Fund-Income Option,,
100804,UTI Energy Fund-Income Option,INF789F01471,INF789F01489
100805,UTI Energy Fund-Growth Option,INF789F01497,
100806,UTI Healthcare Fund - Regular Plan - IDCW,INF789F01679,INF789F01687
100807,UTI Healthcare Fund - Regular Plan - Growth Option,INF789F01695,
100808,UTI Services Industries Fund-Income Option,INF789F01703,INF789F01711
100809,UTI Services Industries Fund-Growth Option,INF789F01729,
100811,UTI - G-Sec Fund-Income,INF789F01612,INF789F01620
100812,UTI - G-Sec Fund-GrowthN,INF789F01638,
100813,UTI Overnight Fund - Regular Plan - Periodic IDCW,INF789F01588,INF789F01596
100814,UTI - Overnight  Fund - Regular Plan - Growth Option,INF789F01604,
100820,UTI ELSS Tax Saver Fund - Regular Plan - IDCW,INF789F01521,INF789F01539
100821,UTI ELSS Tax Saver Fund - Regular Plan - Growth Option,INF789F01547,
100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,INF789F01JN2,
100823,UTI Nifty 50 Index Fund - Regular Plan - IDCW,INF789F01JL6,INF789F01JM4
100828,Kotak Liquid-Regular (Dividend),,INF174K01FY2
100829,Kotak Liquid-Regular (Growth),INF174K01NM1,
100830,Kotak Liquid-Institutional Plan  (Growth),INF174K01FZ9,
100831,Kotak Liquid Fund -Institutional Plan - (Daily Dividend),,INF174K01GA0
100832,Kotak Liquid-Institutional Plan (Weekly Dividend),,INF174K01GB8
100833,Kotak Liquid Fund - Regular  - Daily Reinvestment of Income Distribution cum capital withdrawal option,,INF174K01NL3
100834,Kotak Liquid Fund Regular Plan Weekly Reinvestment of Income Distribution cum capital withdrawal option Dividend,INF174K01NK5,
100835,Kotak Liquid Fund - Regular Plan - Growth,INF174K01NI9,
100836,Kotak Liquid Fund -Sweep Daily Dividend,,
100837,Nippon India Liquid Fund - Retail Option - Growth Plan,INF204K01UL3,
100838,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,,INF204K01UK5
100842,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,,INF204K01UJ7
100843,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,INF204K01UT6,INF204K01UU4
100844,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,INF204K01UV2,INF204K01UW0
100845,Reliance Liquid Fund-Cash Plan-Growth Plan,,
100847,Reliance Liquid Fund-Cash Plan-Bonus Plan (Growth),,
100848,Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option,,
100849,Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option,,
100851,Nippon India Liquid Fund -Growth Plan,INF204K01UN9,
100852,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,,INF204K01UM1
100853,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,INF204KC1FM8,INF204K01US8
100855,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,INF204K01UO7,INF204K01UP4
100856,Nippon India Corporate Bond Fund - Growth Plan - Growth Option,INF204K01EF9,
100857,NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,INF204K01EJ1,INF204K01EK9
100858,NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,INF204K01EL7,INF204K01EM5
100859,Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,INF204KA12N8,
100864,LIC MF ELSS Tax Saver-Regular Plan-IDCW,INF767K01931,INF767K01949
100865,LIC MF ELSS Tax Saver-Regular Plan-Growth,INF767K01956,
100868,HDFC Liquid Fund - Growth Plan,INF179KB1HK0,
100869,HDFC Liquid Fund-DIVIDEND,,
100870,HDFC Liquid Fund-PREMIUM- Dividend,,
100871,HDFC Liquid Fund-PREMIUM PLUS- Dividend,,
100872,HDFC Liquid Fund-PREMIUM PLUS- Growth,INF179K01KQ7,
100873,HDFC Liquid Fund-PREMIUM- Growth,INF179KB1HN4,
100874,HDFC Liquid Fund - IDCW Plan Weekly,INF179KB1ID3,
100875,HDFC Liquid Fund - IDCW Daily,,INF179KB1IC5
100876,HDFC Liquid Fund - IDCW Monthly,INF179KB1HM6,INF179KB1HL8
100877,HDFC Liquid Fund-Premium Plan - Dividend-Daily,,INF179K01KN4
100878,HDFC Liquid Fund-Premium Plan - Dividend-Weekly,INF179K01KP9,
100881,HDFC Liquid Fund-Premium Plus Plan - Dividend-Weekly,INF179K01KS3,
100887,Principal Cash Management-Liquid Option-Dividend Plan,,
100888,Principal Cash Management-Liquid Option-Growth Plan,,
100889,Principal Cash Management-Liquid Option-Monthly Dividend,,
100890,Principal Cash Management-Liquid Option-Institutional - Weekly Dividend Plan,,
100891,Principal Cash Management-Liquid Option-Institutional - Monthly Dividend Plan,,
100892,Principal Cash Management-Liquid Option-Daily Dividend,,
100893,Principal Cash Management-Liquid Option-Institutional - Growth Plan,,
100894,Principal Cash Management-Liquid Option-Institutional - Daily Dividend Plan,,
100895,Principal Cash Management Fund - Daily Income Distribution CUM Capital Withdrawal,,INF173K01DB7
100896,Principal Cash Management Fund - Weekly Income Distribution CUM Capital Withdrawal Option,,INF173K01DC5
100897,Principal Cash Management Fund - Monthly Income Distribution CUM Capital Withdrawal Option,INF173K01BV9,INF173K01BW7
100898,Principal Cash Management Fund -Growth Option,INF173K01DA9,
100899,HDFC Childrens Fund-Savings,,
100900,HDFC Childrens Fund - Growth Plan,INF179KC1IY8,
100902,Franklin Pharma Fund - Growth,,
100906,DBS Chola Opportunities Fund-Regular Quarterly Dividend,,
100907,DBS Chola Opportunities Fund-Cumulative,,
100915,SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01347,INF200K01354
100917,SBI MAGNUM DEBT FUND SERIES - 180 DAYS - 2 - DIVIDEND,,
100927,SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01867,INF200K01875
100928,SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01883,INF200K01891
100929,SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01909,INF200K01917
100934,SBI MELS 95,,
100940,DSP BlackRock Liquidity Fund - Regular Plan - Growth,INF740K01CN0,
100941,DSP BlackRock Liquidity Fund - Regular Plan Weekly Dividend,,
100943,DSP BlackRock Liquidity Fund - Regular Plan - Daily Dividend,,
100948,Franklin India Conservative Hybrid Fund - Growth,INF090I01EA7,
100949,Franklin India Conservative Hybrid Fund - Plan A - Monthly - IDCW,INF090I01EB5,INF090I01EC3
100950,Franklin India Conservative Hybrid Fund - Plan A - Quarterly - IDCW,INF090I01ED1,INF090I01EE9
100951,Franklin India Conservative Hybrid Fund - Monthly Bonus,INF090I01EF6,
100952,ICICI Prudential MIP - Growth,INF109K01555,
100953,ICICI Prudential MIP - Dividend Monthly,INF109K01FH3,INF109K01522
100954,ICICI Prudential MIP - Dividend Quarterly,INF109K01FI1,INF109K01530
100955,ICICI Prudential MIP - Dividend Half Yearly,INF109K01FG5,INF109K01548
100956,Aditya Birla Tax Plan 98,,
100957,Principal Income Fund-Dividend Plan-Half Yearly,,
100958,Principal Income Fund-Dividend Plan-Quaterly,,
100960,Principal Dynamic Bond Fund - Dividend Option -Annual,INF173K01AX7,INF173K01AY5
100961,Principal Dynamic Bond Fund -Dividend Option - Quarterly,INF173K01AU3,INF173K01AV1
100962,Principal Income Fund-Growth Plan-growth,,
100963,Principal Dynamic Bond Fund - Growth Option,INF173K01AT5,
100966,Principal Multi Cap Growth Fund- Half Yearly Income Distribution CUM Capital Withdrawal Option,INF173K01957,INF173K01965
100967,Principal Multi Cap Growth Fund-Growth Option,INF173K01940,
100968,SBI Conservative Hybrid Fund - Regular Plan - Growth,INF200K01859,
100970,Aditya Birla Sun Life MIP - Regular Plan - Growth,INF209K01694,
100971,Aditya Birla Sun Life MIP - Regular Plan - Monthly Dividend,INF209K01702,
100972,Aditya Birla Sun Life MIP - Regular Plan - Monthly Payment,INF209K01710,
100975,DBS Chola Liquid Fund-Regular Cumulative,,
100978,DBS Chola Liquid Fund-Daily Dividend Reinvestment Plan,,
100989,DBS Chola Liquid Fund-Cum -Institutional Plus,,
100997,HDFC Long Term Advantage Plan - IDCW Plan,INF179K01970,INF179K01988
100998,HDFC Long Term Advantage Plan - Growth Plan,INF179K01996,
100999,SBI Gilt Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01990,INF200K01AA6
101000,Tata Life Sciences & Technology Fund - Growth,INF277K01824,
101001,SBI GILT FUND - REGULAR PLAN - GROWTH,INF200K01982,
101002,SBI CONSTANT MATURITY 10 Year GILT FUND - REGULAR PLAN - GROWTH,INF200K01AN9,
101003,SBI Constant Maturity 10 Year Gilt Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01AO7,INF200K01AP4
101037,Franklin India Index Tax Fund,,
101042,Tata Gilt Securities Fund -Regular Plan- Growth Option,INF277K01519,
101044,Franklin India Floating Rate Fund - IDCW,INF090I01LN5,
101048,Franklin India Floating Rate Fund - Growth Plan,INF090I01LM7,
101049,Tata Gilt Securities Fund - Regular Plan - Payout of IDCW Option,INF277K01DN1,INF277K01535
101059,SUNDARAM GILT FUND (DIV. OPTION),INF903J01FB4,INF903J01FC2
101065,quant Mid Cap Fund - Growth Option - Regular Plan,INF966L01176,
101066,quant Mid Cap Fund - IDCW Option - Regular Plan,INF966L01150,INF966L01168
101069,quant Aggressive Hybrid Fund-IDCW Option - Regular Plan,INF966L01242,INF966L01259
101070,quant Aggressive Hybrid Fund - Growth Option - Regular Plan,INF966L01267,
101071,quant Multi Asset Allocation Fund - IDCW Option - Regular Plan,INF966L01184,INF966L01192
101072,quant Multi Asset Allocation Fund-GROWTH OPTION - Regular Plan,INF966L01200,
101078,JM Liquid Fund (Regular) - Daily IDCW,,INF192K01833
101081,HDFC Gilt Fund-Short Term-Dividend,INF179K01780,INF179K01798
101082,HDFC Gilt Fund-Short Term-Growth,INF179K01806,
101083,HDFC Gilt Fund - Growth Plan,INF179K01756,
101084,HDFC Gilt Fund - IDCW Plan,INF179K01772,INF179K01764
101092,SUNDARAM GILT FUND (Growth. OPTION),INF903J01FA6,
101094,Taurus Gilt Fund-Dividend,INF044D01AL0,INF044D01AM8
101095,Taurus Gilt Fund-Growth,INF044D01AN6,
101098,ICICI Prudential Child Care Plan Study - Cumulative,INF109K01597,
101099,Grindlays Cash Fund-Growth,,
101100,Grindlays Cash Fund-Dividend (Daily),,
101113,Taurus Short Term Income Fund- Regular Plan - Dividend Option,INF044D01583,INF044D01591
101114,Taurus Short Term Income Fund- Regular Plan - Growth Option,INF044D01617,
101116,Principal Government Securities Fund-Investment-Dividend - Half Yearly,,
101117,Principal Government Securities Fund-Dividend Option - Quarterly,INF173K01AN8,INF173K01AO6
101118,Principal Government Securities Fund-Growth,INF173K01AM0,
101119,Principal Government Securities Fund-Dividend Option- Annually,INF173K01AQ1,INF173K01AR9
101120,Principal Gilt Fund-Savings-Growth,,
101121,Principal Gilt Fund-Savings-Dividend,,
101122,Principal Gilt Fund-Provident-Growth,,
101123,Principal Gilt Fund-Provident-Haly Yearly,,
101124,Principal Gilt Fund-Provident-Annual,,
101126,Principal Gilt Fund-Provident-Annual Rebalancing 2005,,
101127,ICICI Prudential Children's Fund - Regular Plan,INF109K01605,
101131,DBS Chola Growth Fund-Quarterly Dividend,,
101132,DBS Chola Growth Fund-Cumulative,,
101143,ICICI Prudential Multi-Asset Fund - IDCW,INF109K01ED5,INF109K01779
101144,ICICI Prudential Multi-Asset Fund - Growth,INF109K01761,
101154,BARODA INCOME FUND - Plan A - Growth Option,INF955L01237,
101155,BARODA INCOME FUND - Plan A - Dividend Option,INF955L01211,INF955L01229
101160,SBI MAGNUM DEBT FUND SERIES - 60 DAYS - 2 - GROWTH,,
101161,Nippon India Multi Cap Fund-Growth Plan-Growth Option,INF204K01489,
101162,Nippon India Multi Cap Fund-Growth Plan-Bonus Option,INF204K01471,
101163,NIPPON INDIA MULTI CAP FUND - IDCW Option,INF204K01455,INF204K01463
101165,ICICI Prudential Short Term Fund - Monthly IDCW,INF109K01WL0,INF109K01647
101169,SBI Children's Fund - Savings Plan - REGULAR PLAN - GROWTH,INF200K01776,
101170,Sahara Gilt Fund-Growth,INF515L01148,
101171,Sahara Gilt Fund-Dividend,INF515L01122,INF515L01130
101172,ING Vysya Equity Fund-Dividend Option,,
101173,ING Vysya Equity Fund-Growth Option,,
101177,Grindlays Government Securities Fund - IP (Qtr.Dividend),,
101178,Grindlays Government Securities Fund - ST (Monthly Dividend),,
101179,Grindlays Government Securities Fund-IP(Annual Dividend),,
101180,Grindlays Government Securities Fund-ST (Quarterly Dividend),,
101181,JM Medium to Long Duration Fund (Regular) - Bonus Option- Principal Units,INF192K01AC1,
101184,LIC MF Liquid Fund-Regular Plan-Daily IDCW,INF767K01IQ3,INF767K01IR1
101185,LIC MF Liquid Fund-Regular Plan-Growth,INF767K01IS9,
101186,Tata Income Fund- Regular Plan - Periodic Payout of IDCW Option,INF277K01DT8,INF277K01667
101187,Baroda BNP Paribas GILT FUND - Regular Plan - Growth Option,INF955L01450,
101188,Baroda BNP Paribas GILT FUND - Regular Plan - IDCW Option,INF955L01435,INF955L01443
101190,BOB GILT FUND-PF Plan (Growth),,
101192,DBS Chola Freedom Income-STF Regular-Semi Annual Dividend,,
101198,LIC MF BSE Sensex Index Fund-Regular Plan-IDCW,INF767K01121,INF767K01113
101199,LIC MF BSE Sensex Index Fund-Regular Plan-Growth,INF767K01139,
101200,LIC MF Nifty 50 Index Fund-Regular Plan-IDCW,INF767K01154,INF767K01147
101201,LIC MF Nifty 50 Index Fund-Regular Plan-Growth,INF767K01162,
101202,LIC MF Index Fund-Sensex Advantage-Dividend,INF767K01188,INF767K01170
101203,LIC MF Index Fund-Sensex Advantage-Growth,INF767K01196,
101206,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,INF200K01LQ9,
101207,UTI-Fixed Maturity Plan Yearly Series - July 2005-Dividend Option,,
101208,UTI-Fixed Maturity Plan Yearly Series - July 2005-Growth Option,,
101209,Taurus Large Cap Fund - Regular Plan - Growth,INF044D01773,
101221,ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option),INF109K01TW3,
101222,Tata Aggressive Hybrid Fund- Regular Plan - Periodic Payout of IDCW Option,INF277K01DB6,INF277K01295
101224,Tata Dynamic Bond Fund- Regular Plan - Payout of IDCW Option,INF277K01DE0,INF277K01352
101228,ICICI Prudential Multicap Fund - Growth,INF109K01613,
101229,ICICI Prudential Short Term Fund - Institutional Plan - Dividend Monthly,INF109K01WK2,INF109K01670
101230,ICICI Prudential Short Term Fund-Institutional Plan-Dividend Fortnightly,INF109K01688,
101231,ICICI Prudential Short Term Fund-Institutional Growth,INF109K01696,
101232,Franklin India Short-Term Income Plan-Growth,INF090I01304,
101236,Franklin India Short Term Income Plan -  Retail Plan - Monthly - IDCW,INF090I01338,INF090I01346
101237,Franklin India Short-Term Income Plan-Weekly Bonus,INF090I01DY9,
101238,Franklin India Short Term Income Plan -  Retail Plan - Quarterly - IDCW,INF090I01312,INF090I01320
101242,Franklin India Short Term Income Plan -  Retail Plan - Weekly - IDCW,INF090I01353,
101244,Franklin India Short-Term Income Plan-Institutional Plan - Growth,INF090I01361,
101245,Templeton India Short-Term Income Plan-Institutional Plan - Weekly Dividend,,INF090I01379
101246,Franklin India Short-Term Income Plan-Institutional Plan - Monthly Dividend,INF090I01387,INF090I01395
101248,Grindlays Cash Fund - Plan B (G) (Institutional Plan),,
101258,Grindlays Dynamic Bond Fund - GDBF (Annual Dividend),,
101262,Nippon India Power & Infra Fund-Growth Plan -Growth Option,INF204K01AE0,
101263,Nippon India Power & Infra Fund-Growth Plan-Bonus Option,INF204K01AD2,
101264,NIPPON INDIA POWER & INFRA FUND - IDCW Option,INF204K01AB6,INF204K01AC4
101265,Principal Hybrid Equity Fund-Growth,INF173K01CL8,
101266,Principal Hybrid Equity Fund- Monthly Income Distribution CUM Capital Withdrawal,INF173K01CI4,INF173K01CJ2
101271,LIC MF Children's Fund-Regular Plan-Growth,INF767K01048,
101279,Grindlays Dynamic Bond Fund - GDBF (Growth),,
101281,HDFC BSE Sensex Index Fund - Growth Plan,INF179K01LA9,
101282,HDFC Index Fund-Sensex Plus( FV-Rs32.161),INF179K01LB7,
101288,ING Short Term Income Fund-Growth Option,INF084M01689,
101294,Birla Sun Life Cash Plus Sweep Plan-Dividend Option,,
101295,SBI ESG Exclusionary Strategy Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01198,INF200K01206
101296,Banking Index Benchmark Exchange Traded Scheme (Bank BeES),,
